,Name,date,user_friendly_date,Title
161,2021-08-09_Japa Talk_Transformation power of Holy Name_Radheshyam Das.mp3,2021-08-09,21 Aug 09,Transformation power of Holy Name
162,2021-08-10_Japa Talk_Whats stops us for tasting the nectar of Holy Name_Radheshyam Das.mp3,2021-08-10,21 Aug 10,Whats stops us for tasting the nectar of Holy Name
163,2021-08-03_Japa Talk_Is Holy Name chanted only in kaliyuga_Radheshyam Das.mp3,2021-08-03,21 Aug 03,Is Holy Name chanted only in kaliyuga
164,2021-08-05_Japa Talk_What stops us from taking this simple and subline chanting Hare Krishna_Radheshyam Das.mp3,2021-08-05,21 Aug 05,What stops us from taking this simple and subline chanting Hare Krishna
165,"2021-08-06_Japa Talk_For one sharddha, the mouth, ear, the hand are sufficent tools to attract Lords grace_Radheshyam Das.mp3",2021-08-06,21 Aug 06,"For one sharddha, the mouth, ear, the hand are sufficent tools to attract Lords grace"
166,2021-08-02_Japa Talk_An easy que to avoid maya_Radheshyam Das.mp3,2021-08-02,21 Aug 02,An easy que to avoid maya
167,2021-07-30_Japa Talk_Getting firm determination to retain from mayas invitation_Radheshyam Das.mp3,2021-07-30,21 Jul 30,Getting firm determination to retain from mayas invitation
168,2021-08-01_Japa Talk_Practical fruits to be received by chanting Hare Krishna_Radheshyam Das.mp3,2021-08-01,21 Aug 01,Practical fruits to be received by chanting Hare Krishna
169,2021-07-31_Japa Talk_07-31-21_Float in the waves of spiritual bliss surpass the waves of mayas slaps_Radheshyam Das.mp3,2021-07-31,21 Jul 31,07-31-21_Float in the waves of spiritual bliss surpass the waves of mayas slaps
170,2021-07-29_Japa Talk_Minimize materials needs intensify spiritual greeds_Radheshyam Das.mp3,2021-07-29,21 Jul 29,Minimize materials needs intensify spiritual greeds
171,2021-07-28_Japa Talk_Three thinks that awakened love for Krishna in the heart of prostitute_Radheshyam Das.mp3,2021-07-28,21 Jul 28,Three thinks that awakened love for Krishna in the heart of prostitute
172,2021-07-26_Japa Talk_Envies man trouble great souls like Haridas thakur_Radheshyam Das.mp3,2021-07-26,21 Jul 26,Envies man trouble great souls like Haridas thakur
173,2021-07-24_Japa Talk_We can be relieved by innumerable religious duties_Radheshyam Das.mp3,2021-07-24,21 Jul 24,We can be relieved by innumerable religious duties
174,2021-07-15_Japa Talk_When Krishna is unapproachable connect with His true agents_Radheshyam Das.mp3,2021-07-15,21 Jul 15,When Krishna is unapproachable connect with His true agents
175,2021-09-25_Japa Talk_Chanting Hare Krishna can do the best goods to all humanity_Radheshyam das.mp3,2021-09-25,21 Sep 25,Chanting Hare Krishna can do the best goods to all humanity
176,2021-09-06_Japa Talk_Dissolving false pride_Radheshyam das.mp3,2021-09-06,21 Sep 06,Dissolving false pride
177,2021-10-26_Japa Talk_For perfection in chanting whose shelter should we take - Guru or Krishna_Radheshyam das.mp3,2021-10-26,21 Oct 26,For perfection in chanting whose shelter should we take - Guru or Krishna
178,2021-10-30_Japa Talk_Symptoms of a Krishna realize devotee_Radheshyam das.mp3,2021-10-30,21 Oct 30,Symptoms of a Krishna realize devotee
179,2021-11-06_Japa Talk_Karma kandi and Bhakt yogis in govardhan lila_Radheshyam das.mp3,2021-11-06,21 Nov 06,Karma kandi and Bhakt yogis in govardhan lila
180,2021-11-08_Japa Talk_Chanting Hare Krishna has no hard and fast rules but soft and slove rules_Radheshyam das.mp3,2021-11-08,21 Nov 08,Chanting Hare Krishna has no hard and fast rules but soft and slove rules
181,2021-11-09_Japa Talk_Chanting peforms a to z in brinding us pefection_Radheshyam das.mp3,2021-11-09,21 Nov 09,Chanting peforms a to z in brinding us pefection
182,2021-11-10_Japa Talk_How is Krishna Naam is more powerful in compare with Rama and Vishnu name_Radheshyam das.mp3,2021-11-10,21 Nov 10,How is Krishna Naam is more powerful in compare with Rama and Vishnu name
183,2021-11-11_Japa Talk_Why is Holy Name called sweet_Radheshyam das.mp3,2021-11-11,21 Nov 11,Why is Holy Name called sweet
184,2021-11-14_Japa Talk_Importants of seeing holy items holy_Radheshyam das.mp3,2021-11-14,21 Nov 14,Importants of seeing holy items holy
185,2021-11-24_Japa Talk_Devotioanal service beyond dualities is a secret to see Krishna’s Lotus Feet_Radheshyam das.mp3,2021-11-24,21 Nov 24,Devotioanal service beyond dualities is a secret to see Krishna’s Lotus Feet
186,2021-11-28_Japa Talk_Dont maintian material attachment rather purify them_Radheshyam das.mp3,2021-11-28,21 Nov 28,Dont maintian material attachment rather purify them
187,2021-11-27_Japa Talk_Prabhupadne ISKCON Mandir ko kisleeye banaya_Radheshyam das.mp3,2021-11-27,21 Nov 27,Prabhupadne ISKCON Mandir ko kisleeye banaya
188,"2021-11-30_Japa Talk_Holy Name purifies us, uplifts us, connects us to Krishna and takes us BTG_Radheshyam das.mp3",2021-11-30,21 Nov 30,"Holy Name purifies us, uplifts us, connects us to Krishna and takes us BTG"
189,2021-12-14_Hindi_Japa Talk_Gita Jayanti ka sandesh_Radheshyam das.mp3,2021-12-14,21 Dec 14,Gita Jayanti ka sandesh
190,2021-12-12_Hindi_Japa Talk_Pahad jese anartha ko saralataa se mita deta hai Harinam_Radheshyam das.mp3,2021-12-12,21 Dec 12,Pahad jese anartha ko saralataa se mita deta hai Harinam
191,2021-12-13_Hindi_Japa Talk_Harinam Jap me param aanand praapt karane ke liye doo upaay_Radheshyam das.mp3,2021-12-13,21 Dec 13,Harinam Jap me param aanand praapt karane ke liye doo upaay
192,"2021-12-28_Japa Talk_Chanting in the mode of dependence, deliverance and delights_Radheshyam das.mp3",2021-12-28,21 Dec 28,"Chanting in the mode of dependence, deliverance and delights"
193,"2021-12-30_Japa Talk_Chanting is joyful when we are patient, consistent and concentrated_Radheshyam das.mp3",2021-12-30,21 Dec 30,"Chanting is joyful when we are patient, consistent and concentrated"
194,2021-07-01_Japa Talk_Greatest hope is there for us in the holy name_Radheshyam Das.mp3,2021-07-01,21 Jul 01,Greatest hope is there for us in the holy name
195,2021-07-02_Japa Talk_How to be in the world but not of this world_Radheshyam Das.mp3,2021-07-02,21 Jul 02,How to be in the world but not of this world
196,2021-07-03_Japa Talk_Chanting Hare Krishna the epitome of all religious practices_Radheshyam Das.mp3,2021-07-03,21 Jul 03,Chanting Hare Krishna the epitome of all religious practices
197,2021-07-04_Japa Talk_Unfortunate are those who never had an encounter with the Holy name_Radheshyam Das.mp3,2021-07-04,21 Jul 04,Unfortunate are those who never had an encounter with the Holy name
198,2021-07-05_Japa Talk_Chanting of the Holy name slows down our chase after the material mirage_Radheshyam Das.mp3,2021-07-05,21 Jul 05,Chanting of the Holy name slows down our chase after the material mirage
199,2021-07-06_Japa Talk_Why was a Muslim called by the name Naamacharya_Radheshyam Das.mp3,2021-07-06,21 Jul 06,Why was a Muslim called by the name Naamacharya
200,2021-07-07_Japa Talk_Moksha is a insignificant by-product of the chanting of the Holy name_Radheshyam Das.mp3,2021-07-07,21 Jul 07,Moksha is a insignificant by-product of the chanting of the Holy name
201,2021-07-08_Japa Talk_Valuable lessons from Haridas Thakurs example_Radheshyam Das.mp3,2021-07-08,21 Jul 08,Valuable lessons from Haridas Thakurs example
202,2021-07-10_Hyderabad_Japa Talk_What to do in kaliyuga when Varnashrama principles are topsy turvy_Radheshyam Das.mp3,2021-07-10,21 Jul 10,What to do in kaliyuga when Varnashrama principles are topsy turvy
203,2021-07-11_Hyderabad_Japa Talk_Varnashrama vs Vaishnava dharma_Radheshyam Das.mp3,2021-07-11,21 Jul 11,Varnashrama vs Vaishnava dharma
204,2021-07-13_Hyderabad_Japa Talk_Intelligent Parikshit instituted Sankirtan_Radheshyam Das.mp3,2021-07-13,21 Jul 13,Intelligent Parikshit instituted Sankirtan
205,2021-07-16_Hyderabad_Japa Talk_Glories of the chanter in kaliyuga which nullifies the evils of kaliyuga_Radheshyam Das.mp3,2021-07-16,21 Jul 16,Glories of the chanter in kaliyuga which nullifies the evils of kaliyuga
206,2021-07-17_Hyderabad_Japa Talk_Holy name destroys demoniac mentalities_Radheshyam Das.mp3,2021-07-17,21 Jul 17,Holy name destroys demoniac mentalities
207,2021-07-18_Hyderabad_Japa Talk_How can the world be saved from demoniac influences_Radheshyam Das.mp3,2021-07-18,21 Jul 18,How can the world be saved from demoniac influences
208,2021-07-19_Hyderabad_Japa Talk_Unique features of Kaliyuga_Radheshyam Das.mp3,2021-07-19,21 Jul 19,Unique features of Kaliyuga
209,2021-07-20_Hyderabad_Japa Talk_The two secret tips for safe-landing in spiritual world_Radheshyam Das.mp3,2021-07-20,21 Jul 20,The two secret tips for safe-landing in spiritual world
210,2021-07-21_Hyderabad_Japa Talk_The glow-worms and the moon_Radheshyam Das.mp3,2021-07-21,21 Jul 21,The glow-worms and the moon
211,2021-07-22_Hyderabad_Japa Talk_How to be essence collector_Radheshyam Das.mp3,2021-07-22,21 Jul 22,How to be essence collector
212,"2021-07-23_Hyderabad_Japa Talk_Bhajan, Sadachar and Prachar will enhance the taste for the Holy name_Radheshyam Das.mp3",2021-07-23,21 Jul 23,"Bhajan, Sadachar and Prachar will enhance the taste for the Holy name"
213,2021-06-11_Japa Talk_Importance of rising above drowsiness and inattention_Radheshyam das.mp3,2021-06-11,21 Jun 11,Importance of rising above drowsiness and inattention
214,2021-06-10_Japa Talk_The sound that binds the sound thats liberate_Radheshyam das.mp3,2021-06-10,21 Jun 10,The sound that binds the sound thats liberate
215,2021-06-13_Japa Talk_Is chanting more good or is it an imitation of Haridas Thakur_Radheshyam das.mp3,2021-06-13,21 Jun 13,Is chanting more good or is it an imitation of Haridas Thakur
216,2021-06-13_Japa Talk_Is chanting more good or is it an imitation of Haridas Thakur_Radheshyam Das.mp3,2021-06-13,21 Jun 13,Is chanting more good or is it an imitation of Haridas Thakur
217,2021-06-11_Japa Talk_Importance of rising above drowsiness and inattention_Radheshyam Das.mp3,2021-06-11,21 Jun 11,Importance of rising above drowsiness and inattention
218,2021-06-10_Japa Talk_The sound that binds the sound thats liberate_Radheshyam Das.mp3,2021-06-10,21 Jun 10,The sound that binds the sound thats liberate
219,2021-01-01_Japa Talk_Blow off material outlook by bombardment of spiritual absorption_Radheshyam Das.mp3,2021-01-01,21 Jan 01,Blow off material outlook by bombardment of spiritual absorption
220,2021-01-02_Japa Talk_Cultivate internal and external tolerances to evade the effects of kaliyuga_Radheshyam Das.mp3,2021-01-02,21 Jan 02,Cultivate internal and external tolerances to evade the effects of kaliyuga
221,2021-02-02_Japa Talk_How to get motivation to perfect our human form of life_Radheshyam Das.mp3,2021-02-02,21 Feb 02,How to get motivation to perfect our human form of life
222,2021-02-03_Japa Talk_The human being should do prescribed duties for purification of heart and pleasure of Lord_Radheshyam Das.mp3,2021-02-03,21 Feb 03,The human being should do prescribed duties for purification of heart and pleasure of Lord
223,2021-02-04_Japa Talk_From getting rid of anarthas to becoming oblivious of anarthas_Radheshyam Das.mp3,2021-02-04,21 Feb 04,From getting rid of anarthas to becoming oblivious of anarthas
224,2021-02-05_Japa Talk_Our homework that can attract Lords grace_Radheshyam Das.mp3,2021-02-05,21 Feb 05,Our homework that can attract Lords grace
225,"2021-02-08_Japa Talk_I get to chant, want to chant, love to chant_Radheshyam Das.mp3",2021-02-08,21 Feb 08,"I get to chant, want to chant, love to chant"
226,2021-02-11_Japa Talk_Three rare things in this world_Radheshyam Das.mp3,2021-02-11,21 Feb 11,Three rare things in this world
227,2021-02-13_Japa Talk_Fruits of spiritual life_Radheshyam Das.mp3,2021-02-13,21 Feb 13,Fruits of spiritual life
228,"2021-02-23_Japa Talk_Role of Jnana, Vairagya and Bhakti in Japa_Radheshyam Das.mp3",2021-02-23,21 Feb 23,"Role of Jnana, Vairagya and Bhakti in Japa"
229,2021-02-25_Japa Talk_Lord Nityanandas gift for you_Radheshyam Das.mp3,2021-02-25,21 Feb 25,Lord Nityanandas gift for you
230,2021-02-26_Japa Talk_Answer to all your problems_Radheshyam Das.mp3,2021-02-26,21 Feb 26,Answer to all your problems
231,2021-06-12_Japa Talk_How to feel the want for Govinda_Radheshyam Das.mp3,2021-06-12,21 Jun 12,How to feel the want for Govinda
232,2021-06-14_Japa Talk_Why to chant more than 16 rounds_Radheshyam Das.mp3,2021-06-14,21 Jun 14,Why to chant more than 16 rounds
233,2021-06-15_Japa Talk_Give up mechanical chanting and give out a desperate call_Radheshyam Das.mp3,2021-06-15,21 Jun 15,Give up mechanical chanting and give out a desperate call
234,2021-06-16_Japa Talk_Ultimate solution for clashes between living entities_Radheshyam Das.mp3,2021-06-16,21 Jun 16,Ultimate solution for clashes between living entities
235,2021-06-18_Japa Talk_Way to get rid of clinging material attachments_Radheshyam Das.mp3,2021-06-18,21 Jun 18,Way to get rid of clinging material attachments
236,2021-06-17_Japa Talk_Strength to chant extra rounds_Radheshyam Das.mp3,2021-06-17,21 Jun 17,Strength to chant extra rounds
237,2021-06-19_Japa Talk_Make chanting better else it will become bitter_Radheshyam Das.mp3,2021-06-19,21 Jun 19,Make chanting better else it will become bitter
238,2021-06-20_Japa Talk_A madhyama should relish chanting and propagate the glories of chanting_Radheshyam Das.mp3,2021-06-20,21 Jun 20,A madhyama should relish chanting and propagate the glories of chanting
239,2021-06-21_Japa Talk_Who is a Vaishnava_Radheshyam Das.mp3,2021-06-21,21 Jun 21,Who is a Vaishnava
240,2021-06-22_Japa Talk_Krishna appears in our heart first before we can see him with our eyes_Radheshyam Das.mp3,2021-06-22,21 Jun 22,Krishna appears in our heart first before we can see him with our eyes
241,2021-06-23_Japa Talk_Rise above material attachments and develop spiritual attachment_Radheshyam Das.mp3,2021-06-23,21 Jun 23,Rise above material attachments and develop spiritual attachment
242,2021-06-25_Japa Talk_Remember the effect of devouring time_Radheshyam Das.mp3,2021-06-25,21 Jun 25,Remember the effect of devouring time
243,2021-06-26_Japa Talk_How to chant with self motivation_Radheshyam Das.mp3,2021-06-26,21 Jun 26,How to chant with self motivation
244,2021-06-27_Japa Talk_How to overcome the inhibition to chant extra_Radheshyam Das.mp3,2021-06-27,21 Jun 27,How to overcome the inhibition to chant extra
245,2021-06-28_Japa Talk_Favourable attitudes for attracting the all attractive_Radheshyam Das.mp3,2021-06-28,21 Jun 28,Favourable attitudes for attracting the all attractive
246,2021-06-29_Japa Talk_How to have a well prepared consciousness to face the moment of death_Radheshyam Das.mp3,2021-06-29,21 Jun 29,How to have a well prepared consciousness to face the moment of death
247,2021-06-30_Japa Talk_Focus attention on our efforts to be attentive not on the results_Radheshyam Das.mp3,2021-06-30,21 Jun 30,Focus attention on our efforts to be attentive not on the results
248,2021-05-21_Japa Talk_4th Offense - Destroy the doubts cultivate firm faith in the Holyname_Radheshyam Das.mp3,2021-05-21,21 May 21,4th Offense - Destroy the doubts cultivate firm faith in the Holyname
249,2021-05-22_Japa Talk_5th Offense - Mechanism of cleansing the mind_Radheshyam Das.mp3,2021-05-22,21 May 22,5th Offense - Mechanism of cleansing the mind
250,2021-05-23_Japa Talk_6th Offense - Chanting is not hypnotism_Radheshyam Das.mp3,2021-05-23,21 May 23,6th Offense - Chanting is not hypnotism
